seconds,tamb,rh,ws,wd
60,1.567,79.29,0.309,79.8
60,1.66,78.74,0.73,60.46
60,1.841,78.31,0.96,43.64
60,1.948,79.67,0.875,350.2
60,1.477,82.2,0.82,327.5
60,1.158,84.5,0.776,311.6
60,0.932,86.1,0.897,306.1
60,0.703,87.2,0.733,319.3
60,0.885,87.2,0.354,296.1
60,0.75,86.1,0,340.1
60,0.839,84.4,0,31.61
60,0.975,83.4,0,78.29
60,1.151,82.1,0,93.1
60,1.236,81.7,0,93.2
60,1.311,81.3,0,93.3
60,1.248,80.8,0.01,144.4
60,1.293,80.5,0.044,144.8
60,1.293,80,0.075,134.5
60,1.38,79.74,0.505,137.9
60,1.563,79.25,0.853,151.9
60,1.752,78.33,0.923,155.3
60,1.846,77.2,1.132,161.1
60,2.078,76.48,0.977,148.7
60,2.179,76.09,1.049,140.5
60,2.084,76.09,0.787,132.4
60,2.038,76.36,0.483,97.6
60,1.973,77.25,0.907,26.5
60,1.846,80.2,1.325,6.849
60,1.523,81.8,1.12,16.6
60,1.434,82.2,0.794,15.69
60,1.483,82.1,0.198,64.64
60,1.501,81.9,0,73.21
60,1.404,81.2,0,93.4
60,1.494,80.4,0,93.2
60,1.715,79.45,0.1,93.3
60,1.879,78.3,0.333,115.3
60,1.979,77.08,0.426,115.1
60,2.303,76.41,0.501,108
60,2.34,75.33,0.774,100.6
60,2.361,74.31,1.088,101.9
60,2.587,73.57,1.166,101.8
60,2.661,72.98,1.38,100.7
60,2.7,72.65,1.532,92.6
60,2.709,71.89,1.69,94.1
60,2.845,71.88,1.447,115
60,2.951,71.75,1.576,105.5
60,2.771,71.3,1.914,94.2
60,2.813,71.11,1.728,98.3
60,2.89,71.11,1.674,98.8
60,2.835,72.06,1.473,38.39
60,2.634,75.68,1.517,39.57
60,2.316,77.48,1.671,52.19
60,2.121,77.71,1.365,88.4
60,2.076,77.57,1.223,82.8
60,2.043,78.55,0.983,80.1
60,1.997,79.2,1.217,81.2
60,1.969,79.26,1.287,77.56
60,1.723,80.4,1.37,68.65
60,1.581,80.8,1.583,86.3
60,1.8,79.39,1.882,78.78
60,2.041,77.57,1.651,96.6
60,2.265,76.21,1.684,88
60,2.542,74.08,1.655,103.5
60,2.769,72.83,1.393,91.8
60,3.029,70.99,1.71,106.9
60,3.175,69.74,1.797,83.5
60,3.394,68.63,1.859,49.66
60,3.381,68.86,1.673,61.69
60,3.321,69.48,1.436,57.87
60,3.222,70.82,1.344,74.09
60,2.991,71.63,1.481,65.3
60,2.945,71.44,1.599,52.17
60,2.895,70.76,1.235,56.24
60,3.038,70.86,1.39,51.04
60,3.046,70.3,0.889,37.87
60,3.131,70.03,0.895,75.86
60,3.138,69.75,0.534,14.71
60,3.169,69.07,0.155,92.7
60,3.319,68.25,0.101,72.76
60,3.399,68.07,0.474,19.37
60,3.45,67.63,0.678,24.8
60,3.453,67.45,1.432,5.579
60,3.355,69.36,1.421,343.5
60,3.05,71.63,1.398,313.4
60,2.809,73.92,1.142,318.6
60,2.502,74.07,0.826,311.5
60,2.486,73.33,0.843,335.1
60,2.639,72.77,0.624,343.8
60,2.713,71.18,0.452,349.4
60,2.911,70.85,0.41,0.007
60,2.854,73.06,1.336,319
60,2.544,74.95,1.155,342.1
60,2.222,77.2,1.413,333.1
60,2.025,78.8,1.217,316.9
60,1.726,80.6,1.753,310.2
60,1.655,81.9,1.418,317.4
60,1.454,82.5,1.726,336.1
60,1.394,83.8,2.231,324.2
60,1.175,84.8,2.063,320.2
60,1.177,85.8,1.708,323.6
60,1.212,86.3,1.625,321.2
60,0.993,86.4,1.865,327.7
